rid,ri_stratum
5e87641a-92c4-ff76-6843-becd761615c2,477
5e87641a-9b55-d98d-7634-44aafd1e1434,483
5e87641b-852e-d628-707c-8ed3c04c2708,469
5e87641d-363c-9d9c-fb8b-a2483ba78b5f,491
5e876424-be5a-5e79-2f5c-59cc0d16b3a6,454
5e876427-bf5e-2cca-f28c-729a7864cdf2,452
5e876427-fbe8-14d4-717a-d1bc824ab7ec,441
5e87642f-b974-f0d4-2084-9d77d5dbec4a,460
5e87643a-ab86-5a52-1278-9e258aee363e,467
5e87643b-9d29-fe08-7f8f-70827b13f379,452
5e87643f-3cda-bd53-7eab-22db3fa354ca,489
5e876447-420d-f64c-0890-228c87ebf142,507
5e87644a-1419-9bea-9e90-6d3fbab2bf42,445
5e876452-1315-f07d-b60e-6d7b0e4ed72f,436
5e876453-0433-223d-1279-3400a02f574f,460
5e876453-67e5-c778-5321-091f8e66a466,455
5e876456-7685-f433-b8a9-75f6faeb6968,483
5e876457-1798-7a72-3912-fd0fdeabd1b3,477
5e87645d-a309-678d-2538-411b05d62a71,499
5e876461-36e9-1571-2806-36c579232c46,385
5e876466-390d-4a07-c785-afaf7742cac2,477
5e87646f-9b51-f2fc-9d2d-861cf6ca42fe,481
5e876470-f4fa-96a4-057c-1b1d67a2ccaa,483
5e876472-3046-36b8-360b-908708a2cea3,491
5e876487-f758-b43d-41eb-48242c9b932c,441
5e87648f-7f50-f2f1-e94e-ce6914c38afc,485
5e876497-8bf0-da23-941f-2d2b88ac0365,473
5e876498-81a4-824b-d9f4-a0b17f6a3945,478
5e8764a6-e752-6dbd-90ea-6e3ac9ef7e63,491
5e8764ad-f144-f611-0277-142e93e8c606,474
5e8764b8-9272-0a5a-e3eb-770dd71de78e,489
5e8764bb-9207-670b-3978-72e4b4828f98,470
5e8764be-5b1d-ba1e-5697-8cf7fc269951,497
5e8764c5-ba0b-e302-60de-c0aa8da48ba9,453
5e8764ca-712b-84b0-d719-6bfe5ada2cd0,487
5e8764cc-463b-a2a8-06bb-619692a9a85e,468
5e8764d2-9cbe-6111-d22d-eb05a7a36586,488
5e8764d7-a5b3-1883-6bed-421129b695bd,460
5e8764dd-7480-3233-e525-8bee7474145f,519
5e8764df-a2a5-5760-23dc-387dc63eabe6,476
5e8764e0-dad3-e4af-1cf3-6162df3e6bb5,465
5e8764e1-d356-e1ec-964e-da0e350d6c3b,502
5e8764e3-68d7-7915-304d-e4ffe65a6871,499
5e8764e5-f715-d86d-8299-5103244778d6,485
5e8764e5-fa7b-6d63-15d3-eba9ad7d41e8,509
5e8764e6-ad04-4089-ea27-492f8cb9bc7f,485
5e8764e8-f4c8-cbb8-8aae-cfbb0e1790e7,455
5e8764eb-b445-695c-74ea-491cbb06add9,479
5e8764ec-c892-60b2-9b2c-b4fc71a6def4,480
5e8764ef-cc1e-c49a-365a-cd994a4ffa4c,482
5e876505-dd4c-725b-c9a4-4296d70c6c27,454
5e87650a-646d-7a5c-d98d-aa1fdd71921f,489
5e876510-477b-f69e-5e35-e84f236ba996,452
5e876513-66ec-0498-5522-8a2ffc330644,441
5e876514-27b6-cd1c-bf00-6371346463ef,452
5e87651f-c505-0d35-25b5-3be34e5c6cd2,454
5e87651f-ce4f-a889-4361-5fa0301b425d,468
5e876524-7046-a72d-ae2f-563eaeec61bc,382
5e876525-28df-08ea-f141-6a2523d2daa2,483
5e876525-b9d4-8ab4-62be-57b560b29c6a,480
5e876532-6007-75db-b447-822f5a37948b,482
5e876532-601d-08a4-5c54-537566d3dd45,552
5e87653d-7f65-e039-c045-7afe27ef057f,499
5e876548-5bda-6c10-a34a-99563bdf4060,479
5e87654a-9d17-ad85-98e4-3162034f8834,489
5e87654c-0084-da27-1f0c-67c76f243045,452
5e87654e-41ce-12ea-8052-fa3740acdf75,454
5e87654f-22a5-13f2-7b83-58f66388260e,480
5e87655d-d0e3-3b4b-c1d7-ec4a1524397f,476
5e876561-9c61-a479-33e4-c572574d9479,479
5e876563-32bf-1849-511d-863353cf8aaf,499
5e876567-ac77-d5b5-e3a4-1953bb70557b,483
5e87656a-6dab-bff3-4fae-cb0e21a47c76,467
5e87656b-4844-302f-1091-7821c03987c3,460
5e876572-17f2-6700-51dd-6bcda730802d,341
5e876574-dc37-9678-a31a-efc31ca7bf89,515
5e87657c-aa1d-39fa-9f50-7a7605ec6aab,500
5e87658a-197e-a51d-9ddc-30caa5a389ae,452
5e87658a-39dc-a4bd-0315-0cae0a7061df,385
5e87658b-1328-467f-366c-eae37eaecf4e,526
5e87658b-cc23-bb40-21ad-7cae69f4d442,486
5e876594-b983-84c0-6a37-01de84ac7e91,474
5e876597-5c71-507e-3737-058e11893cba,483
5e87659d-3047-9353-940e-9ecc9a5e89a3,464
5e87659f-cabf-b355-760a-d6f7f68f6c00,470
5e8765a0-9a4e-83b8-af2e-47120b01d2df,486
5e8765a5-01d6-2e74-393c-fa9065508319,479
5e8765ad-d810-de47-5280-c874c72dab83,502
5e8765ae-d8b5-ae4a-4d19-0b9709413393,452
5e8765bb-663a-f2ae-4d2e-b008aa86299f,464
5e8765bd-070d-c38c-1498-93a917935c97,491
5e8765ca-f47c-43a5-b90a-a76c0d0e33ea,470
5e8765cd-2b28-6815-3f55-d5e9de1dd1bb,271
5e8765d2-6968-85f9-6cbd-092d8c56bbc2,497
5e8765d4-7a84-b099-4197-935ff032b03b,484
5e8765d5-e9aa-94fe-9a34-2a58598804a4,460
5e8765da-0f05-9c37-2182-495cf5f7083e,497
5e8765da-da92-27bc-5a8e-feedd64fd96f,465
5e8765e5-84c9-8aa2-9f68-77fef2388e1f,519
5e8765e6-db97-3617-e344-1b735d1020f2,493
5e8765ea-99e2-5a15-c5ce-4805c93fafbe,490
5e8765ee-fcb4-f345-4c82-66eb89e9bcd2,496
5e8765f9-a5dd-630e-2b80-0caf0644fde2,474
5e8765fd-20ea-b7b5-5581-ca59d6c9e205,487
5e8765fd-9057-25ce-6a0e-df2f9c5b75b6,464
5e8765ff-91f7-3f78-d39d-886a4e8aab90,480
5e876600-5400-6f8d-554d-96ef1558e71f,535
5e876603-7140-cdc2-6acc-566da065fabd,499
5e876604-ad70-87fd-d68d-33d3c45ddc07,532
5e876608-d8bd-f47d-12f0-107f400e651b,271
5e87660f-01f4-d910-f6ce-9a26e899af69,474
5e87660f-178e-fb4a-6405-ee8c7c20bcb0,367
5e876614-9594-6d96-defe-5da43a7ce7ca,496
5e87661e-0bd9-f1a3-4f2f-0d4e659e8105,454
5e876620-836d-a42e-97e1-6fa54bc08e2b,497
5e876620-c5e5-8f40-ced5-9cb0f6ee0673,495
5e876620-e0e7-b9a4-f4f2-08d68b5d9380,498
5e876622-42b8-ef31-9927-b7c89f5eba88,543
5e876625-198d-6667-e2ba-6d2ed0d73c4a,482
5e87662b-12ef-e28a-2f73-3f3e8c7741e9,493
5e876631-a800-c7df-84a5-ccf3bd11ca81,493
5e876640-f149-1ec6-4bd1-62b8b3bf988c,475
5e876642-4d68-7c99-3e5e-4c7156753475,500
5e876649-0dd8-907d-0ad3-e0ca1a27b727,506
5e87664a-f928-9992-5443-1387d73e6bb2,384
5e87664b-13e2-80e1-afd0-8d73834a6200,491
5e876651-d757-c61d-11f6-412280718e4a,483
5e876652-fd94-d4c3-755d-4ab4370ce5b0,719
5e87666c-b7ef-1a49-380c-c4efc9106046,497
5e876679-e63c-c406-44b1-2949002df429,507
5e87667a-0844-ee27-222e-1f5d9ad04eaa,465
5e87667a-68ca-19a5-b46c-dac6925a25f9,452
5e876683-0865-9524-2866-05dd5f81233c,483
5e876684-89fb-21a4-6696-fece7156856e,533
5e876685-3c76-b47a-9062-8b319ca4b10e,514
5e87668e-5fcc-d6cd-6fbd-e6d078ea139c,515
5e876694-a3a8-50c9-f363-d105b635e6be,522
5e876699-9192-0234-1b23-c9778c5f8420,497
5e87669b-c7a4-264f-01e5-60968fd31123,487
5e87669e-46db-fa01-9478-5f1b45652c1c,460
5e8766ab-18db-5dcd-d774-7212dd6cd8ef,494
5e8766ac-d4d1-42b4-656d-334a4fbcabf7,499
5e8766ad-5b55-d67a-12af-d6793290c31e,650
5e8766b0-b5f4-5ac8-5101-750dd55e8b68,452
5e8766b1-f8ec-bce1-c22c-e65b33813ed6,491
5e8766b5-bd6e-affb-1846-1c77401b49b8,454
5e8766b8-a180-7d51-4eb3-f10c78789b97,506
5e8766ba-c6c9-0efb-d347-49934cbfde3d,513
5e8766ba-f264-e739-5db2-474ec910cb87,503
5e8766bb-2f6f-f61a-4ad1-951803c7571e,486
5e8766bc-6c7f-87c1-2f86-db7ce927229b,498
5e8766c1-46b2-453e-3bfd-94d5f21bdda8,497
5e8766c1-4cb6-b1b8-eae9-2cd12a7aa3b5,493
5e8766c2-e533-ec39-1bee-0b9601be35e1,535
5e8766ca-1bdf-792f-328d-1f1e458d58aa,500
5e8766d1-14a0-8156-59fc-773fe3832297,719
5e8766db-268c-2be2-b8c5-9fb540c59539,502
5e8766e0-b888-446b-145a-698c0e097236,515
5e8766e5-5791-17c3-280e-2807bab09379,384
5e8766ea-8a2e-8a57-2f79-286e31b078ca,463
5e8766f1-f741-d46b-24f3-3605b2c926ec,460
5e8766fc-dafe-6602-dd47-852995946cab,494
5e876700-6a8a-85fa-2da5-56de64cd8420,501
5e876702-1937-3016-253d-0c5ddc5f6165,468
5e876702-cb86-c81a-ea82-0cc446c79047,448
5e876705-0405-ac8e-38a8-deeb877fbef8,483
5e876708-18d5-9b67-2a60-bf0a9be93848,465
5e87670e-35bb-e353-e4d6-66afcc262d22,486
5e876713-d1d5-0454-fcbd-d5b3b0bcbcb6,476
5e876716-9397-58e9-11cf-4003ef43bde5,475
5e876719-e75c-0555-9fd5-e8ac6771860d,490
5e87671c-6584-587e-381c-457e588d2fcd,475
5e876724-56d6-3d8b-b56b-621185af0af7,382
5e876724-66c5-d3d7-401e-858996551fdd,475
5e876724-79e6-173f-df74-0bd344343435,552
5e87672f-ddb3-f437-7e5a-2ae21356f81f,518
5e876731-8276-05b2-fd56-5fa6f863de71,494
5e876733-491b-2fa2-83da-23f1ee8fd16c,483
5e876733-4cfc-99a2-4c11-c6d7bb82fd6a,465
5e876734-8764-11a7-b33c-fcc26c8fdf24,465
5e876734-f1f7-52bc-5d03-772af4453388,490
5e87673f-b832-3c4c-758e-9364a3ac098a,502
5e876741-2c63-505d-f0c5-af015b3999fa,535
5e876749-c022-b6f8-d1dd-5240a9033689,507
5e87674c-b154-91b9-b0e9-f9ef655c54d6,497
5e87674d-b7ed-553a-7d89-43d9d9535065,506
5e876750-ecec-b43f-8faa-a540233a95d6,500
5e876757-6a65-44a8-2e59-b8e34e486ab9,499
5e876761-d66b-78a0-bfbc-52858c6ff33f,498
5e876772-e68a-6b62-1b72-58d295798b89,384
5e876778-fc0b-e89e-ff72-e410b78567dd,508
5e87677d-e303-2e4f-8812-098425624265,490
5e876781-d278-d7ad-ab34-839a928d19d5,347
5e876786-668d-7eb3-85ca-f10fe7361648,468
5e876786-ac99-a1a8-607c-032b84f10f9c,499
5e876789-45ff-2246-4640-52333fec2a1e,530
5e876791-cfcb-38d7-9d64-9dcf4ee007ef,541
5e876792-02f9-da10-8820-56b1f9b4ede2,483
5e876796-d3cf-3081-4b29-3e60fb7fa87e,521
5e87679a-f773-ddb6-e267-bbe141015603,545
5e8767a3-2687-54eb-061a-3afa52a88b22,512
5e8767a5-6828-4894-a343-b9775dae4812,504
5e8767af-b916-d5c6-2485-c664cca7a258,517
5e8767b6-8131-9303-17a0-26b3b6545787,504
5e8767b9-bfc5-c488-863d-ec6c62c4bfc9,515
5e8767bd-120f-a1cf-9134-75003034c40b,519
5e8767c4-4682-e07c-ecdd-72993570669b,503
5e8767ca-66d5-994b-2dce-1318025d0add,497
5e8767cb-df46-07ab-8e6c-d7388243282d,494
5e8767d1-47b1-8c94-8ef4-90648f4a49ba,514
5e8767d5-0d84-803d-6e1f-7c17762ec32d,524
5e8767d9-a205-b198-1661-1f3fb41c1fff,488
5e8767dd-0f85-5a70-2cf1-1527616b286a,482
5e8767dd-4523-9c6a-4f88-d22b55c4c6f4,498
5e8767e4-dadc-3e6c-5f81-cfe4a8848a41,535
5e8767e5-9b67-3849-bca9-32f7d031dc47,490
5e8767e8-e41a-1b81-55b0-f21b69cd6909,468
5e8767eb-1bc4-09b7-51df-1e641e203f17,520
5e8767ec-2052-7a04-e483-656b99b9dad2,719
5e8767ec-ad81-9aa7-4072-297a04091ae2,499
5e8767ed-29a5-60af-338f-283304211a62,513
5e8767ee-3c46-ee00-0b69-6eb21cc2df95,527
5e8767ef-d606-9eae-227e-76819b26747e,517
5e8767f0-508f-9cb5-3f89-23d23ed59e41,490
5e8767f1-845f-d99f-60f5-e978e6ec14d0,523
5e8767f2-c407-52da-bf3e-2a47e9cb8415,504
5e8767f2-ff05-ee75-bb8d-1e1494a253f4,495
5e8767f6-b3f4-d101-252c-df8065f81bb3,468
5e8767f6-df2c-dedc-4a7e-741696bfab5f,531
5e8767f9-ebef-be43-4da5-0713666d9307,522
5e8767fa-2037-0795-2e8d-d525d960d6fc,501
5e876802-c914-9bb6-91c7-dd57ca751442,521
5e876803-cedb-a7bd-eb36-0cdcca67a2fe,719
5e876806-1d8f-47ca-fa55-c2dbcd76d9c4,518
5e87680b-db1a-a434-d055-3fcd2173a662,505
5e87680f-ae2d-62dc-1f82-065a6a6c04b3,491
5e87680f-af02-5987-5dac-3d3213018fcd,521
5e876812-630b-6bb3-dd52-b98367bb9ef9,511
5e876816-aaba-a4c5-ac2f-9ba283d2d53b,505
5e876817-1e43-355f-ebd5-c8e3e5af430a,508
5e87681a-94db-7a1b-3e2b-0853294fc654,448
5e87681b-0fcc-94e2-5eed-e57ac6ac1a9b,503
5e87681d-6d01-b58c-1ea8-48876be80081,488
5e87681f-3c50-113b-5a13-f177b3fae91e,508
5e87681f-4605-5aff-7c69-be1581f7c64c,526
5e876822-d8d0-d2a8-4b5a-f1240abf86ed,498
5e876823-15cd-f1fd-7001-83ebfb412558,490
5e876826-5b6f-9a8d-c3a1-5c472b375080,503
5e876829-b88f-0771-bdcc-5a5ad8f21df8,505
5e876830-c20c-f08d-773e-cd0375827cc4,484
5e876832-aec5-a34e-846b-935370c26ee4,505
5e876836-824b-5b61-fac0-d7ebac26814e,513
5e87683b-4640-4886-1f3c-bb216ecb8d92,468
5e87683f-f9bf-a7f5-41d9-f47fe5a37c26,514
5e876841-466e-2daf-c892-eb347ea0bfaa,518
5e876851-1bcf-ab0a-06a4-adff0c319646,509
5e876854-e44d-a54d-bfaf-c219dfcdb076,511
5e876857-09b0-5acb-cb0b-a8e7ae3a83ad,541
5e876858-4289-9b58-254e-20d2584ab5b8,491
5e87685a-8fb7-edca-3cfa-8a7ee53b04da,490
5e87686b-5727-7247-b5f7-4b912b12f22d,496
5e876871-15e9-5a5e-5cc1-36a832bc8b04,367
5e876872-7e44-fb76-1a06-288872b1bbb4,495
5e876873-6b5d-120d-af07-a8ad30d1bf10,511
5e876877-43ea-419b-6421-3f97f2abf627,468
5e876878-7805-1af6-8350-c14f30780b4b,517
5e876882-d297-29c2-874f-8ec717e154c7,511
5e876884-237d-d3aa-f4ef-2748c632f562,516
5e876887-bc4f-b924-8265-e1278e4040f3,491
5e876899-abe9-8b69-a5ac-337326daaef5,497
5e87689d-6ccd-a673-7385-01b9558fb67c,490
5e8768a2-97be-d77b-b40b-720e0bf9bdbe,514
5e8768a3-c8e9-a13b-c616-7cefe46ad3df,501
5e8768a6-7f64-8e45-a03c-afaed73290f0,382
5e8768a8-ee16-65fe-ea99-3e8419e416e5,537
5e8768a8-eec0-d912-4301-7eec25a7c6ae,382
5e8768aa-8b1c-e13a-68a3-782e70de22b7,539
5e8768b9-a8f1-22e4-5755-986fba9115de,490
5e8768b9-f62b-8a39-b458-dd6dbb6aaed8,541
5e8768bb-28d9-4df4-9d7f-765f8f461e6c,501
5e8768be-7dbe-c79f-92c1-34d2660d0d0d,367
5e8768c2-3f7c-c95e-a0aa-8192050c25dd,506
5e8768cf-4359-4df1-27b5-0236105b4864,516
5e8768da-7026-1bfb-3d8a-9dc6443b1c36,557
5e8768e3-6efb-71e6-9f18-d2fdf1784b5c,528
5e8768e6-9228-6f3d-afa6-03d7dbdca9b9,499
5e8768e9-acba-29d8-2a3f-c290a0367531,528
5e8768f4-f691-cdde-e75b-192f4f234164,521
5e876901-2489-44a1-e396-0680bc8371ad,527
5e876901-60f1-40b7-f854-0d1922433e0d,509
5e87690e-ba6b-e5a4-4d79-8a1d8d7f6846,498
5e87691d-28ac-c0f1-e3f4-03bd6d222e5a,518
5e87692b-d1db-4148-b73e-2c4f56079628,508
5e876936-9026-84c6-27c2-9e7eb7e3f2e4,491
5e87693a-f4c1-4100-3754-824a745db889,527
5e87693d-0deb-b1d5-f4ae-d80396cb6fa5,539
5e87693f-5231-5ef0-40b8-1f9f98403036,523
5e87694d-6e9f-ef09-77cc-7bba6a375870,508
5e876954-c313-f5bc-1ad0-2b137ff4d7f5,520
5e876957-2ec3-238a-9bea-14d6a67d5f88,526
5e876963-cc48-f94f-7e6f-a1e81a6b8bc2,557
5e876967-b9b3-7119-e0c1-276e7673feed,541
5e876970-f781-ee54-81fa-bfb890b9cfab,519
5e876972-948f-2964-e8ff-6f7c58538c31,514
5e876974-ec66-4e81-e29b-b242837c789e,548
5e876976-e3a1-5eaf-94db-07b4f0381380,540
5e876977-9b45-bc73-ef0b-9bcc746cf08a,496
5e876982-1dc5-5d20-f6dd-6dcbc09c32ce,497
5e876982-dcc4-8780-b2d7-18c1fa2bd585,499
5e876986-b557-83db-1656-521f39395913,522
5e87698a-ba06-0df4-2575-b759e2719c30,468
5e876991-121f-3fc2-8946-ebd3874dfa67,491
5e876993-4a8e-f0a0-abdd-202e3a746966,539
5e87699c-2635-0fbd-ef72-da2adc881e07,468
5e87699c-e6f6-d19b-fb57-e64f2aaebcc7,547
5e8769a1-5975-bfbb-3bfd-c400b7dfb6fc,529
5e8769a6-62ab-2eb2-71ad-443fbfd074aa,534
5e8769a7-0b81-1489-af0a-19e981d90a6f,497
5e8769b1-d529-c84f-0d42-608aac782d27,539
5e8769bf-ed6d-5ac0-4a65-092ea625632e,531
5e8769cc-d43f-6f49-70dd-0ed2b72bdb96,508
5e8769d8-ba90-6f49-9065-ef62212942fc,516
5e8769eb-a42d-6076-96b8-27039199f035,514
5e8769eb-da65-448e-35d2-fc88c80cf010,557
5e876a04-b19c-24be-e4cd-8d122ce30212,528
5e876a04-d568-8868-9694-bd674e26071f,508
5e876a08-17de-6620-6d0d-365d49d3074c,508
5e876a1a-43d7-5b9d-d439-2897bd0864d0,550
5e876a28-e5a4-933c-df20-3a9aaa062900,525
5e876a2c-d6a1-264b-0e13-8fc4056d7c1f,532
5e876a32-c119-8e03-b0de-7cb9f44bfbfd,547
5e876a34-84b3-3a32-10e6-c1d848f776f2,534
5e876a3a-8321-5bea-16b1-96dc20cbdb7b,540
5e876a3b-f70c-1dd1-7222-94ad71409344,530
5e876a3d-a428-3d8c-e59d-6e87f7b92880,527
5e876a3d-c4ae-6141-3a48-0e48977290c0,525
5e876a46-89f5-c6cc-c69c-ef37f3e2cbb1,538
5e876a47-c2d5-b6b3-bcfa-62fac4c503eb,523
5e876a60-6452-9072-fbde-f6bc44b34bdf,514
5e876a68-1069-9517-bc3b-a07b1863d476,533
5e876a69-cfdb-768f-b4bd-f428b8c5c367,513
5e876a6c-f0aa-7b3e-5e21-bb13d0ea0183,532
5e876a6d-1843-1885-7fde-d4feac260833,550
5e876a73-01fc-eab6-a262-887516df1c45,524
5e876a84-a2a7-c381-fa11-ec634bf1d1ee,536
5e876a8a-7bf5-98f6-0a06-70b4112ffd72,512
5e876a8b-032f-0aa5-0c4f-27e926453ca8,498
5e876a94-7059-4932-0da2-2578ce345271,495
5e876aa1-b3cb-4e94-c672-c7b3eeb6a59c,546
5e876aa3-55f5-307e-78a5-b70bacb6f55a,514
5e876ab5-1690-9f68-1dd1-8c5ff6e03a74,545
5e876ab9-3658-4559-efd2-498fe47170f7,547
5e876abe-ed33-e6f3-72d3-c4fae362e7c4,537
5e876ac1-a743-12c7-35ed-3ada659f5baf,517
5e876ac1-cc68-2bfc-9005-8830cf96fa47,533
5e876ac5-4282-2ac5-8fb0-6502aa25218e,541
5e876acb-f0ca-a035-d351-a1f3ae5afaf8,488
5e876ad1-7bff-f1b7-4b8c-a89b2a0bcc7d,508
5e876ade-3cc0-35eb-7d7b-50ca078c7811,544
5e876ade-579a-37d6-ff50-ec7c62729074,508
5e876ae6-becc-bb93-50ca-82cecc331fc4,545
5e876ae8-e292-7fc6-a525-3ae4bf02031a,508
5e876aeb-7e40-5f96-7146-d8bcc2ffdb33,529
5e876afb-536e-4597-81d9-6a7abb480c3f,546
5e876b02-e097-5098-0a70-3b2373b096ff,538
5e876b11-9762-4e53-77da-fd1ad9e92341,528
5e876b1b-b3d4-c508-6d8c-d05ade7f00a7,541
5e876b20-39c4-ca57-b21b-5fdc8e3570e0,542
5e876b26-623d-eb42-1662-96292a1303cf,547
5e876b26-d4aa-93ec-1520-994850c8e684,519
5e876b34-de0a-8319-689c-a71d3fc3efc6,526
5e876b38-f9b5-1118-fa0a-345cef4a989c,527
5e876b3b-cf53-aca7-d182-ef27aa9b9906,541
5e876b6a-1629-989c-84cf-579459570a4d,512
5e876b6d-7471-da84-26f0-b27a6b805c5c,543
5e876b6e-ba50-8a5c-4839-90503d78a948,532
5e876b72-6df7-3a0a-5eee-09f9bbfc7ab2,468
5e876b92-3307-1057-66e9-d3354163cece,465
5e876b94-1811-49bf-8d52-b15bd56cab83,546
5e876b9d-d134-a687-6c56-6b28b1cb2368,496
5e876ba5-ac76-37c0-245c-cab3e3c3a939,527
5e876bab-9362-e957-3d0b-04958a2cc094,546
5e876bae-6925-cc05-b109-8dbdbc77a738,526
5e876baf-491f-71fa-5826-7a1bd25d073d,484
5e876bdd-85df-76d4-4cff-eca4f03ecd1e,514
5e876bdf-696f-8e10-073c-8a69d9533651,544
5e876be6-407a-613b-5fea-57f054793fb8,542
5e876be9-cb77-548e-0e73-00b4b7c58bab,551
5e876bf7-82b8-23f1-2d98-9fa39fd01156,522
5e876bf9-7c28-8e62-b8eb-59cdaf963b61,538
5e876bfb-e61d-6e0d-ca7e-797de2beca27,549
5e876c09-8bf7-ac45-0bc6-492bd908734e,542
5e876c0a-02b9-850b-48c7-08c0eec2c7bd,540
5e876c13-fe5a-7783-419f-01dd8f93bf98,529
5e876c15-9b4b-d1c9-08b8-77c688170941,544
5e876c16-309d-2be5-6923-d33f15cb2716,512
5e876c41-57da-627c-aaec-c37b0471643c,531
5e876c46-523b-7400-ef4f-175aa8c83f1d,520
5e876c4c-d1d6-2e85-184e-bdb1e18eb795,536
5e876c4e-0a43-928a-acd8-028502e9ee7b,527
5e876c52-dc5f-7e0d-d20e-091b077dc47d,522
5e876c5d-4321-5848-aafc-ae24f49fb781,541
5e876c5e-11f1-61e3-3c04-6951fcefacb3,527
5e876c64-1464-f010-a463-aba576d49222,516
5e876c69-8bdf-bd1b-21e6-1e7bb59a1662,529
5e876c85-6759-9309-8172-24f171c405c0,543
5e876c87-0259-2f00-a96b-5b4ed61b38cf,578
5e876c8e-47dd-4a53-db98-9908b36bc7f3,540
5e876cba-02af-cbad-361a-8c6dbfd6b714,523
5e876cc0-9b71-fe87-0447-3f44f1e2cd4f,534
5e876cc2-7386-c2fc-4d24-04d4e3c02933,527
5e876ccf-17b7-c6e3-8387-3300497878b2,519
5e876cd5-095e-f30a-99ec-9cd121462cf6,581
5e876cd6-039f-8bec-ea34-c1aed187fc9a,555
5e876cdc-5dd8-d57e-815b-2c5ee555a687,545
5e876cf3-2ea0-3c91-309b-54789d8bb44a,549
5e876cf5-2c47-bdd6-4006-f10508335f97,496
5e876cf8-2e9a-720f-35c4-13ec42c20c78,543
5e876cfb-243f-a4a6-0d27-a8e07ce8bd90,514
5e876d04-e3e5-ec5e-fdc5-428691c81034,542
5e876d06-0a93-a2e6-38f7-206c0f1fb2af,544
5e876d0c-562d-5e13-cf7a-d121a837370d,545
5e876d17-3446-8671-bd0f-2e40c051e880,520
5e876d1b-0747-5ef5-1d12-b23e27f702d9,558
5e876d24-37f4-33ba-33fd-feba40267268,555
5e876d26-56da-d47a-95b6-c97d4010c87f,571
5e876d2c-edd7-d0a0-4465-12a4c4fa2775,549
5e876d3a-8783-8e9b-0305-d75070268512,548
5e876d3c-78aa-d5e9-1ee0-254833d38e39,520
5e876d49-639a-efb2-3b7a-aac8512e8602,507
5e876d4a-3b74-94f8-4a3f-eebfb3f827ee,530
5e876d58-cd2f-81e4-4abd-386030213ac0,514
5e876d6f-06e2-0437-a497-c479a2d5844b,550
5e876d6f-f77a-c350-502e-22c2d05cd6b1,551
5e876d76-e766-a174-4a79-f46f89004e08,549
5e876d85-5fa6-0124-a9d1-ce1613fe26de,524
5e876d87-19af-3fc4-0e91-058102e9768e,570
5e876d89-9864-768c-3993-e85fd0b207cf,541
5e876d8c-93cf-ddc3-a2d9-27c43badaacc,543
5e876d8c-ec8c-c7ca-b4f7-d92425d7818c,566
5e876d9e-6d4a-a9fe-af48-2f1af117e4d8,551
5e876db5-e9ba-9fa2-1278-1b127698c15d,514
5e876dbe-86bd-43bd-cc44-77336a20e2f5,553
5e876dc3-886e-f16a-9b98-bfbfb61d49bd,551
5e876dc8-8339-e3bd-fe79-53b0ffb99173,552
5e876dce-7129-cf85-25bb-5c1822fe0b95,566
5e876ddf-1fdc-fd0a-2488-6f285a233e41,498
5e876de9-b160-0190-39b1-06b558463ab3,538
5e876dec-789e-8209-c738-d3e3be30872f,568
5e876df8-f499-91a6-dbd1-f4e8e81ba0db,548
5e876e0b-8727-a794-f2a9-6e9decb47e08,554
5e876e0c-7642-a07f-3aa1-391d92ae1df5,520
5e876e0d-3798-6d87-b7ec-48cdcfede09f,526
5e876e10-d76f-35da-db5a-6037d54ea034,533
5e876e27-366d-ce2c-873f-6988485b907a,530
5e876e30-8353-79f7-5b0f-ca05dc845d73,559
5e876e39-7864-4af2-defc-a9741acde65f,560
5e876e3f-9643-a9ea-ed7f-c10f4fa97cb4,527
5e876e42-58e1-3809-6dc0-b0fc1059dc53,541
5e876e65-9010-fc7d-1b69-ad6c034f9a93,556
5e876e67-eae1-1f16-8e55-511bb5a46ba7,520
5e876e77-0fc4-8b78-8be0-5c1ad2195cf5,520
5e876e88-8c68-2b45-bccf-541ea0b7031c,559
5e876e8a-3e8e-41d4-73eb-31af9979345d,522
5e876e9c-acd8-56ab-9301-83d5896be45c,508
5e876eae-b8c8-f39f-8237-f6a3205cd929,498
5e876ed8-2f58-62e1-ec50-3337d496ab8b,566
5e876ed9-961b-763a-f36f-eb7d6d0d60d6,555
5e876ef7-d456-bbd5-56a9-03997bc91ef7,498
5e876f04-c32e-9095-8c2e-7dd033971288,538
5e876f19-2d27-787d-bc39-bf95ef128d48,550
5e876f3d-b7af-0070-2a26-1224663049bf,574
5e876f4d-0e39-86bd-ca8c-5f68a9afcb5f,555
5e876f63-f83c-a928-e124-7838983e4369,531
5e876f68-19d6-f216-55da-9b277f73bd51,520
5e876f69-7682-d4ab-16a4-fbfefb924ab4,529
5e876f70-b101-6719-fbb1-cebffe6f291b,567
5e876f7d-df4d-7f59-a4bd-190c26a161dc,541
5e876f85-10f4-1200-8c6a-1c735e62813f,545
5e876f8c-8415-4bf8-e43f-48d1ef04fb02,574
5e876f9d-824a-2355-25f0-d4aa0badbf3e,537
5e876fa2-9faf-6a41-6b71-9069e8ad8eb1,536
5e876fb0-64ab-36c2-1295-83f0e1f00adb,529
5e876fc4-28dd-7f4b-f6ef-7b47c83586a5,527
5e876fc4-bfe0-71de-f7d2-61176990e434,525
